ВАРИАНТ 6

МЕТОД CТРЕЛЬБ

Itr|    z(0)|    y(0)|             Delta|
   1|  0.00000|  1.97988|  0.020122811198041|
   2|  3.00000|  2.04027|  0.040274270010797|
   3|  1.50000|  2.01006|  0.010064990038878|
   4|  0.75000|  1.99497|  0.005031599240759|
   5|  1.12500|  2.00252|  0.002516023664032|
   6|  0.93750|  1.99874|  0.001257955778849|
   7|  1.03125|  2.00063|  0.000628991951872|
   8|  0.98438|  1.99969|  0.000314492412042|
   9|  1.00781|  2.00016|  0.000157247145388|
  10|  0.99609|  1.99992|  7.86232894718e-05|
  11|  1.00195|  2.00004|  3.93117639237e-05|
  12|  0.99902|  1.99998|  1.96558037850e-05|
  13|  1.00049|  2.00001|  9.82796982196e-06|
  14|  0.99976|  2.00000|  4.91391954283e-06|
  15|  1.00012|  2.00000|  2.45702449408e-06|
  16|  0.99994|  2.00000|  1.22844768624e-06|
  17|  1.00003|  2.00000|  6.14288364620e-07|

Максимальная по модулю погрешность: 0.04027427001

       x|    y(x)|     Yпр|    z(x)|            Delta|
  0.449|  7.28150791723392e-05  |   0.00000|  0.05768|  0.11510|  0.17201|  0.22817|  0.28334|  0.33728|  0.38979|  0.44064|  0.48966|  0.53667|  0.58152|  0.62408|  0.66425|  0.70192|  0.73706|  0.76960|  0.79956|  0.82692|  0.85175|  0.87408|  0.89402|  0.91167|  0.92716|  0.94064|  0.95229|  0.96228|  0.97084|  0.97817|  0.98451|  0.99010|  0.99518|  1.00000|
  0.450|  7.31612352490307e-05  |   0.00000|  0.05775|  0.11524|  0.17222|  0.22845|  0.28369|  0.33769|  0.39025|  0.44116|  0.49022|  0.53728|  0.58217|  0.62476|  0.66495|  0.70264|  0.73779|  0.77034|  0.80029|  0.82764|  0.85245|  0.87476|  0.89467|  0.91228|  0.92772|  0.94116|  0.95275|  0.96269|  0.97119|  0.97845|  0.98472|  0.99024|  0.99525|  1.00000|
  0.452|  7.35079749412115e-05  |   0.00000|  0.05782|  0.11538|  0.17244|  0.22873|  0.28403|  0.33810|  0.39071|  0.44168|  0.49079|  0.53789|  0.58281|  0.62544|  0.66565|  0.70336|  0.73851|  0.77107|  0.80101|  0.82836|  0.85315|  0.87544|  0.89531|  0.91289|  0.92829|  0.94168|  0.95321|  0.96310|  0.97153|  0.97873|  0.98494|  0.99038|  0.99532|  1.00000|
  0.453|  7.38552968436723e-05  |   0.00000|  0.05789|  0.11553|  0.17265|  0.22901|  0.28438|  0.33851|  0.39118|  0.44219|  0.49136|  0.53850|  0.58346|  0.62611|  0.66635|  0.70408|  0.73924|  0.77180|  0.80174|  0.82908|  0.85385|  0.87611|  0.89596|  0.91350|  0.92886|  0.94219|  0.95368|  0.96351|  0.97188|  0.97901|  0.98515|  0.99053|  0.99539|  1.00000|
  0.454|  7.42031995546455e-05  |   0.00000|  0.05796|  0.11567|  0.17286|  0.22929|  0.28472|  0.33891|  0.39164|  0.44271|  0.49192|  0.53910|  0.58410|  0.62679|  0.66705|  0.70480|  0.73997|  0.77254|  0.80247|  0.82980|  0.85455|  0.87679|  0.89660|  0.91410|  0.92942|  0.94271|  0.95414|  0.96391|  0.97222|  0.97929|  0.98536|  0.99067|  0.99546|  1.00000|
  0.455|  7.45516816759162e-05  |   0.00000|  0.05803|  0.11581|  0.17308|  0.22958|  0.28507|  0.33932|  0.39211|  0.44323|  0.49249|  0.53971|  0.58475|  0.62747|  0.66775|  0.70552|  0.74070|  0.77327|  0.80320|  0.83052|  0.85525|  0.87747|  0.89725|  0.91471|  0.92999|  0.94323|  0.95461|  0.96432|  0.97257|  0.97958|  0.98558|  0.99081|  0.99553|  1.00000|
  0.457|  7.49007418122671e-05  |   0.00000|  0.05811|  0.11595|  0.17329|  0.22986|  0.28541|  0.33973|  0.39257|  0.44375|  0.49306|  0.54032|  0.58540|  0.62814|  0.66845|  0.70624|  0.74143|  0.77400|  0.80393|  0.83124|  0.85595|  0.87814|  0.89790|  0.91532|  0.93056|  0.94375|  0.95507|  0.96473|  0.97291|  0.97986|  0.98579|  0.99095|  0.99561|  1.00000|
  0.458|  7.52503785721448e-05  |   0.00000|  0.05818|  0.11610|  0.17350|  0.23014|  0.28576|  0.34013|  0.39304|  0.44427|  0.49362|  0.54093|  0.58604|  0.62882|  0.66915|  0.70695|  0.74216|  0.77473|  0.80466|  0.83195|  0.85665|  0.87882|  0.89854|  0.91593|  0.93112|  0.94427|  0.95554|  0.96513|  0.97326|  0.98014|  0.98600|  0.99110|  0.99568|  1.00000|
  0.459|  7.56005905673263e-05  |   0.00000|  0.05825|  0.11624|  0.17371|  0.23042|  0.28610|  0.34054|  0.39350|  0.44478|  0.49419|  0.54154|  0.58669|  0.62950|  0.66985|  0.70767|  0.74289|  0.77547|  0.80539|  0.83267|  0.85735|  0.87950|  0.89919|  0.91654|  0.93169|  0.94478|  0.95600|  0.96554|  0.97360|  0.98042|  0.98621|  0.99124|  0.99575|  1.00000|
  0.460|  7.59513764126973e-05  |   0.00000|  0.05832|  0.11638|  0.17393|  0.23070|  0.28645|  0.34095|  0.39397|  0.44530|  0.49475|  0.54215|  0.58734|  0.63017|  0.67056|  0.70839|  0.74362|  0.77620|  0.80612|  0.83339|  0.85806|  0.88017|  0.89984|  0.91715|  0.93225|  0.94530|  0.95647|  0.96595|  0.97395|  0.98070|  0.98643|  0.99138|  0.99582|  1.00000|
  0.461|  7.63027347266965e-05  |   0.00000|  0.05839|  0.11653|  0.17414|  0.23098|  0.28679|  0.34136|  0.39443|  0.44582|  0.49532|  0.54276|  0.58798|  0.63085|  0.67126|  0.70911|  0.74435|  0.77693|  0.80685|  0.83411|  0.85876|  0.88085|  0.90048|  0.91776|  0.93282|  0.94582|  0.95693|  0.96636|  0.97429|  0.98098|  0.98664|  0.99153|  0.99589|  1.00000|
  0.463|  7.66546641310928e-05  |   0.00000|  0.05847|  0.11667|  0.17435|  0.23126|  0.28714|  0.34176|  0.39490|  0.44634|  0.49589|  0.54337|  0.58863|  0.63153|  0.67196|  0.70983|  0.74508|  0.77766|  0.80758|  0.83483|  0.85946|  0.88153|  0.90113|  0.91837|  0.93339|  0.94634|  0.95740|  0.96676|  0.97464|  0.98126|  0.98685|  0.99167|  0.99597|  1.00000|
  0.464|  7.70071632508751e-05  |   0.00000|  0.05854|  0.11681|  0.17456|  0.23154|  0.28749|  0.34217|  0.39536|  0.44686|  0.49645|  0.54398|  0.58927|  0.63221|  0.67266|  0.71055|  0.74581|  0.77840|  0.80831|  0.83555|  0.86016|  0.88221|  0.90177|  0.91898|  0.93395|  0.94686|  0.95786|  0.96717|  0.97499|  0.98154|  0.98706|  0.99181|  0.99604|  1.00000|
  0.465|  7.73602307143628e-05  |   0.00000|  0.05861|  0.11696|  0.17478|  0.23182|  0.28783|  0.34258|  0.39583|  0.44737|  0.49702|  0.54459|  0.58992|  0.63288|  0.67336|  0.71127|  0.74654|  0.77913|  0.80904|  0.83627|  0.86086|  0.88288|  0.90242|  0.91959|  0.93452|  0.94737|  0.95833|  0.96758|  0.97533|  0.98182|  0.98728|  0.99196|  0.99611|  1.00000|
  0.466|  7.77138651532061e-05  |   0.00000|  0.05868|  0.11710|  0.17499|  0.23210|  0.28818|  0.34298|  0.39629|  0.44789|  0.49759|  0.54520|  0.59057|  0.63356|  0.67406|  0.71199|  0.74727|  0.77986|  0.80977|  0.83699|  0.86156|  0.88356|  0.90307|  0.92020|  0.93509|  0.94789|  0.95879|  0.96798|  0.97568|  0.98210|  0.98749|  0.99210|  0.99618|  1.00000|
  0.468|  7.80680652022747e-05  |   0.00000|  0.05875|  0.11724|  0.17520|  0.23238|  0.28852|  0.34339|  0.39676|  0.44841|  0.49815|  0.54581|  0.59121|  0.63424|  0.67476|  0.71270|  0.74799|  0.78060|  0.81049|  0.83770|  0.86226|  0.88424|  0.90371|  0.92081|  0.93565|  0.94841|  0.95926|  0.96839|  0.97602|  0.98238|  0.98770|  0.99224|  0.99625|  1.00000|
  0.469|  7.84228294998801e-05  |   0.00000|  0.05883|  0.11738|  0.17542|  0.23266|  0.28887|  0.34380|  0.39722|  0.44893|  0.49872|  0.54642|  0.59186|  0.63491|  0.67546|  0.71342|  0.74872|  0.78133|  0.81122|  0.83842|  0.86296|  0.88491|  0.90436|  0.92142|  0.93622|  0.94893|  0.95972|  0.96880|  0.97637|  0.98266|  0.98792|  0.99238|  0.99633|  1.00000|
  0.470|  7.87781566874424e-05  |   0.00000|  0.05890|  0.11753|  0.17563|  0.23294|  0.28921|  0.34420|  0.39769|  0.44945|  0.49929|  0.54703|  0.59251|  0.63559|  0.67617|  0.71414|  0.74945|  0.78206|  0.81195|  0.83914|  0.86367|  0.88559|  0.90501|  0.92203|  0.93679|  0.94945|  0.96019|  0.96920|  0.97671|  0.98294|  0.98813|  0.99253|  0.99640|  1.00000|
  0.471|  7.91340454097123e-05  |   0.00000|  0.05897|  0.11767|  0.17584|  0.23322|  0.28956|  0.34461|  0.39815|  0.44997|  0.49985|  0.54763|  0.59315|  0.63627|  0.67687|  0.71486|  0.75018|  0.78279|  0.81268|  0.83986|  0.86437|  0.88627|  0.90565|  0.92263|  0.93735|  0.94997|  0.96065|  0.96961|  0.97706|  0.98322|  0.98834|  0.99267|  0.99647|  1.00000|
  0.472|  7.94904943147712e-05  |   0.00000|  0.05904|  0.11781|  0.17605|  0.23350|  0.28990|  0.34502|  0.39862|  0.45048|  0.50042|  0.54824|  0.59380|  0.63694|  0.67757|  0.71558|  0.75091|  0.78353|  0.81341|  0.84058|  0.86507|  0.88694|  0.90630|  0.92324|  0.93792|  0.95048|  0.96112|  0.97002|  0.97740|  0.98350|  0.98855|  0.99281|  0.99654|  1.00000|
  0.474|  7.98475020539202e-05  |   0.00000|  0.05911|  0.11796|  0.17627|  0.23378|  0.29025|  0.34543|  0.39908|  0.45100|  0.50099|  0.54885|  0.59444|  0.63762|  0.67827|  0.71630|  0.75164|  0.78426|  0.81414|  0.84130|  0.86577|  0.88762|  0.90694|  0.92385|  0.93849|  0.95100|  0.96158|  0.97043|  0.97775|  0.98378|  0.98877|  0.99296|  0.99661|  1.00000|
  0.475|  8.02050672815691e-05  |   0.00000|  0.05918|  0.11810|  0.17648|  0.23406|  0.29059|  0.34583|  0.39955|  0.45152|  0.50155|  0.54946|  0.59509|  0.63830|  0.67897|  0.71702|  0.75237|  0.78499|  0.81487|  0.84202|  0.86647|  0.88830|  0.90759|  0.92446|  0.93905|  0.95152|  0.96205|  0.97083|  0.97809|  0.98406|  0.98898|  0.99310|  0.99668|  1.00000|
  0.476|  8.05631886556801e-05  |   0.00000|  0.05926|  0.11824|  0.17669|  0.23434|  0.29094|  0.34624|  0.40001|  0.45204|  0.50212|  0.55007|  0.59574|  0.63898|  0.67967|  0.71773|  0.75310|  0.78573|  0.81560|  0.84273|  0.86717|  0.88898|  0.90824|  0.92507|  0.93962|  0.95204|  0.96251|  0.97124|  0.97844|  0.98434|  0.98919|  0.99324|  0.99676|  1.00000|
  0.477|  8.09218648371024e-05  |   0.00000|  0.05933|  0.11839|  0.17690|  0.23462|  0.29129|  0.34665|  0.40048|  0.45256|  0.50268|  0.55068|  0.59638|  0.63965|  0.68037|  0.71845|  0.75383|  0.78646|  0.81633|  0.84345|  0.86787|  0.88965|  0.90888|  0.92568|  0.94018|  0.95256|  0.96298|  0.97165|  0.97879|  0.98462|  0.98940|  0.99339|  0.99683|  1.00000|
  0.479|  8.12810944900155e-05  |   0.00000|  0.05940|  0.11853|  0.17712|  0.23490|  0.29163|  0.34705|  0.40094|  0.45307|  0.50325|  0.55129|  0.59703|  0.64033|  0.68107|  0.71917|  0.75456|  0.78719|  0.81706|  0.84417|  0.86857|  0.89033|  0.90953|  0.92629|  0.94075|  0.95307|  0.96344|  0.97205|  0.97913|  0.98490|  0.98962|  0.99353|  0.99690|  1.00000|
  0.480|  8.16408762820409e-05  |   0.00000|  0.05947|  0.11867|  0.17733|  0.23518|  0.29198|  0.34746|  0.40141|  0.45359|  0.50382|  0.55190|  0.59768|  0.64101|  0.68178|  0.71989|  0.75529|  0.78792|  0.81779|  0.84489|  0.86928|  0.89101|  0.91018|  0.92690|  0.94132|  0.95359|  0.96391|  0.97246|  0.97948|  0.98518|  0.98983|  0.99367|  0.99697|  1.00000|
  0.481|  8.20012088837974e-05  |   0.00000|  0.05954|  0.11881|  0.17754|  0.23546|  0.29232|  0.34787|  0.40187|  0.45411|  0.50438|  0.55251|  0.59832|  0.64168|  0.68248|  0.72061|  0.75602|  0.78866|  0.81852|  0.84561|  0.86998|  0.89168|  0.91082|  0.92751|  0.94188|  0.95411|  0.96437|  0.97287|  0.97982|  0.98546|  0.99004|  0.99381|  0.99704|  1.00000|
  0.482|  8.23620909690126e-05  |   0.00000|  0.05962|  0.11896|  0.17776|  0.23574|  0.29267|  0.34828|  0.40234|  0.45463|  0.50495|  0.55312|  0.59897|  0.64236|  0.68318|  0.72133|  0.75675|  0.78939|  0.81925|  0.84633|  0.87068|  0.89236|  0.91147|  0.92812|  0.94245|  0.95463|  0.96484|  0.97328|  0.98017|  0.98574|  0.99026|  0.99396|  0.99712|  1.00000|
  0.483|  8.27235212148558e-05  |   0.00000|  0.05969|  0.11910|  0.17797|  0.23602|  0.29301|  0.34868|  0.40280|  0.45515|  0.50552|  0.55373|  0.59961|  0.64304|  0.68388|  0.72205|  0.75747|  0.79012|  0.81997|  0.84705|  0.87138|  0.89304|  0.91211|  0.92873|  0.94302|  0.95515|  0.96530|  0.97368|  0.98051|  0.98602|  0.99047|  0.99410|  0.99719|  1.00000|
  0.485|  8.30854983013829e-05  |   0.00000|  0.05976|  0.11924|  0.17818|  0.23631|  0.29336|  0.34909|  0.40327|  0.45567|  0.50608|  0.55434|  0.60026|  0.64371|  0.68458|  0.72277|  0.75820|  0.79085|  0.82070|  0.84777|  0.87208|  0.89371|  0.91276|  0.92934|  0.94358|  0.95567|  0.96577|  0.97409|  0.98086|  0.98631|  0.99068|  0.99424|  0.99726|  1.00000|
  0.486|  8.34480209122024e-05  |   0.00000|  0.05983|  0.11939|  0.17839|  0.23659|  0.29370|  0.34950|  0.40373|  0.45618|  0.50665|  0.55495|  0.60091|  0.64439|  0.68528|  0.72348|  0.75893|  0.79159|  0.82143|  0.84848|  0.87278|  0.89439|  0.91341|  0.92995|  0.94415|  0.95618|  0.96623|  0.97450|  0.98120|  0.98659|  0.99089|  0.99439|  0.99733|  1.00000|
  0.487|  8.38110877338094e-05  |   0.00000|  0.05990|  0.11953|  0.17861|  0.23687|  0.29405|  0.34990|  0.40420|  0.45670|  0.50722|  0.55556|  0.60155|  0.64507|  0.68598|  0.72420|  0.75966|  0.79232|  0.82216|  0.84920|  0.87348|  0.89507|  0.91405|  0.93056|  0.94472|  0.95670|  0.96670|  0.97490|  0.98155|  0.98687|  0.99111|  0.99453|  0.99740|  1.00000|
  0.488|  8.41746974558077e-05  |   0.00000|  0.05997|  0.11967|  0.17882|  0.23715|  0.29439|  0.35031|  0.40466|  0.45722|  0.50778|  0.55616|  0.60220|  0.64575|  0.68668|  0.72492|  0.76039|  0.79305|  0.82289|  0.84992|  0.87418|  0.89575|  0.91470|  0.93116|  0.94528|  0.95722|  0.96716|  0.97531|  0.98189|  0.98715|  0.99132|  0.99467|  0.99747|  1.00000|
  0.490|  8.45388487712428e-05  |   0.00000|  0.06005|  0.11981|  0.17903|  0.23743|  0.29474|  0.35072|  0.40513|  0.45774|  0.50835|  0.55677|  0.60285|  0.64642|  0.68739|  0.72564|  0.76112|  0.79379|  0.82362|  0.85064|  0.87489|  0.89642|  0.91535|  0.93177|  0.94585|  0.95774|  0.96763|  0.97572|  0.98224|  0.98743|  0.99153|  0.99481|  0.99755|  1.00000|
  0.491|  8.49035403762688e-05  |   0.00000|  0.06012|  0.11996|  0.17924|  0.23771|  0.29509|  0.35113|  0.40559|  0.45826|  0.50892|  0.55738|  0.60349|  0.64710|  0.68809|  0.72636|  0.76185|  0.79452|  0.82435|  0.85136|  0.87559|  0.89710|  0.91599|  0.93238|  0.94642|  0.95826|  0.96809|  0.97613|  0.98259|  0.98771|  0.99174|  0.99496|  0.99762|  1.00000|
  0.492|  8.52687709698152e-05  |   0.00000|  0.06019|  0.12010|  0.17946|  0.23799|  0.29543|  0.35153|  0.40606|  0.45877|  0.50948|  0.55799|  0.60414|  0.64778|  0.68879|  0.72708|  0.76258|  0.79525|  0.82508|  0.85208|  0.87629|  0.89778|  0.91664|  0.93299|  0.94698|  0.95877|  0.96856|  0.97653|  0.98293|  0.98799|  0.99196|  0.99510|  0.99769|  1.00000|
  0.493|  8.56345392543645e-05  |   0.00000|  0.06026|  0.12024|  0.17967|  0.23827|  0.29578|  0.35194|  0.40652|  0.45929|  0.51005|  0.55860|  0.60478|  0.64845|  0.68949|  0.72780|  0.76331|  0.79598|  0.82581|  0.85280|  0.87699|  0.89845|  0.91728|  0.93360|  0.94755|  0.95929|  0.96902|  0.97694|  0.98328|  0.98827|  0.99217|  0.99524|  0.99776|  1.00000|
  0.494|  8.60008439352855e-05  |   0.00000|  0.06033|  0.12039|  0.17988|  0.23855|  0.29612|  0.35235|  0.40699|  0.45981|  0.51062|  0.55921|  0.60543|  0.64913|  0.69019|  0.72852|  0.76404|  0.79672|  0.82654|  0.85352|  0.87769|  0.89913|  0.91793|  0.93421|  0.94812|  0.95981|  0.96949|  0.97735|  0.98362|  0.98855|  0.99238|  0.99539|  0.99783|  1.00000|
  0.496|  8.63676837210559e-05  |   0.00000|  0.06041|  0.12053|  0.18010|  0.23883|  0.29647|  0.35275|  0.40745|  0.46033|  0.51118|  0.55982|  0.60608|  0.64981|  0.69089|  0.72923|  0.76477|  0.79745|  0.82727|  0.85423|  0.87839|  0.89981|  0.91858|  0.93482|  0.94868|  0.96033|  0.96995|  0.97775|  0.98397|  0.98883|  0.99260|  0.99553|  0.99791|  1.00000|
  0.497|  8.67350573234837e-05  |   0.00000|  0.06048|  0.12067|  0.18031|  0.23911|  0.29681|  0.35316|  0.40791|  0.46085|  0.51175|  0.56043|  0.60672|  0.65048|  0.69159|  0.72995|  0.76550|  0.79818|  0.82800|  0.85495|  0.87909|  0.90048|  0.91922|  0.93543|  0.94925|  0.96085|  0.97041|  0.97816|  0.98431|  0.98911|  0.99281|  0.99567|  0.99798|  1.00000|
  0.498|  8.71029634572640e-05  |   0.00000|  0.06055|  0.12082|  0.18052|  0.23939|  0.29716|  0.35357|  0.40838|  0.46136|  0.51231|  0.56104|  0.60737|  0.65116|  0.69229|  0.73067|  0.76623|  0.79892|  0.82873|  0.85567|  0.87979|  0.90116|  0.91987|  0.93604|  0.94981|  0.96136|  0.97088|  0.97857|  0.98466|  0.98939|  0.99302|  0.99582|  0.99805|  1.00000|
  0.499|  8.74714008402000e-05  |   0.00000|  0.06062|  0.12096|  0.18073|  0.23967|  0.29750|  0.35398|  0.40884|  0.46188|  0.51288|  0.56165|  0.60802|  0.65184|  0.69300|  0.73139|  0.76696|  0.79965|  0.82946|  0.85639|  0.88050|  0.90184|  0.92052|  0.93665|  0.95038|  0.96188|  0.97134|  0.97898|  0.98500|  0.98967|  0.99323|  0.99596|  0.99812|  1.00000|
  0.500|  8.78403681934259e-05  |   0.00000|  0.06069|  0.12110|  0.18095|  0.23995|  0.29785|  0.35438|  0.40931|  0.46240|  0.51345|  0.56226|  0.60866|  0.65252|  0.69370|  0.73211|  0.76768|  0.80038|  0.83018|  0.85711|  0.88120|  0.90252|  0.92116|  0.93726|  0.95095|  0.96240|  0.97181|  0.97938|  0.98535|  0.98995|  0.99345|  0.99610|  0.99819|  1.00000|
  0.502|  8.82098642407403e-05  |   0.00000|  0.06076|  0.12124|  0.18116|  0.24023|  0.29819|  0.35479|  0.40977|  0.46292|  0.51401|  0.56287|  0.60931|  0.65319|  0.69440|  0.73283|  0.76841|  0.80111|  0.83091|  0.85783|  0.88190|  0.90319|  0.92181|  0.93787|  0.95151|  0.96292|  0.97227|  0.97979|  0.98569|  0.99023|  0.99366|  0.99624|  0.99826|  1.00000|
  0.503|  8.85798877092725e-05  |   0.00000|  0.06084|  0.12139|  0.18137|  0.24051|  0.29854|  0.35520|  0.41024|  0.46344|  0.51458|  0.56348|  0.60995|  0.65387|  0.69510|  0.73355|  0.76914|  0.80185|  0.83164|  0.85855|  0.88260|  0.90387|  0.92245|  0.93848|  0.95208|  0.96344|  0.97274|  0.98020|  0.98604|  0.99051|  0.99387|  0.99639|  0.99834|  1.00000|
  0.504|  8.89504373293715e-05  |   0.00000|  0.06091|  0.12153|  0.18158|  0.24079|  0.29888|  0.35560|  0.41070|  0.46396|  0.51515|  0.56409|  0.61060|  0.65455|  0.69580|  0.73427|  0.76987|  0.80258|  0.83237|  0.85927|  0.88330|  0.90455|  0.92310|  0.93909|  0.95265|  0.96396|  0.97320|  0.98060|  0.98638|  0.99079|  0.99408|  0.99653|  0.99841|  1.00000|
  0.505|  8.93215118340507e-05  |   0.00000|  0.06098|  0.12167|  0.18180|  0.24107|  0.29923|  0.35601|  0.41117|  0.46447|  0.51571|  0.56469|  0.61125|  0.65522|  0.69650|  0.73498|  0.77060|  0.80331|  0.83310|  0.85998|  0.88400|  0.90522|  0.92375|  0.93969|  0.95321|  0.96447|  0.97367|  0.98101|  0.98673|  0.99107|  0.99430|  0.99667|  0.99848|  1.00000|
  0.507|  8.96931099596543e-05  |   0.00000|  0.06105|  0.12182|  0.18201|  0.24135|  0.29958|  0.35642|  0.41163|  0.46499|  0.51628|  0.56530|  0.61189|  0.65590|  0.69720|  0.73570|  0.77133|  0.80404|  0.83383|  0.86070|  0.88470|  0.90590|  0.92439|  0.94030|  0.95378|  0.96499|  0.97413|  0.98142|  0.98708|  0.99135|  0.99451|  0.99682|  0.99855|  1.00000|
  0.508|  9.00652304455241e-05  |   0.00000|  0.06112|  0.12196|  0.18222|  0.24163|  0.29992|  0.35683|  0.41210|  0.46551|  0.51685|  0.56591|  0.61254|  0.65658|  0.69790|  0.73642|  0.77206|  0.80478|  0.83456|  0.86142|  0.88540|  0.90658|  0.92504|  0.94091|  0.95435|  0.96551|  0.97460|  0.98183|  0.98742|  0.99163|  0.99472|  0.99696|  0.99862|  1.00000|
  0.509|  9.04378720338883e-05  |   0.00000|  0.06120|  0.12210|  0.18243|  0.24191|  0.30027|  0.35723|  0.41256|  0.46603|  0.51741|  0.56652|  0.61319|  0.65725|  0.69861|  0.73714|  0.77279|  0.80551|  0.83529|  0.86214|  0.88611|  0.90725|  0.92569|  0.94152|  0.95491|  0.96603|  0.97506|  0.98223|  0.98777|  0.99191|  0.99493|  0.99710|  0.99870|  1.00000|
  0.510|  9.08110334703061e-05  |   0.00000|  0.06127|  0.12225|  0.18265|  0.24219|  0.30061|  0.35764|  0.41303|  0.46655|  0.51798|  0.56713|  0.61383|  0.65793|  0.69931|  0.73786|  0.77352|  0.80624|  0.83602|  0.86286|  0.88681|  0.90793|  0.92633|  0.94213|  0.95548|  0.96655|  0.97553|  0.98264|  0.98811|  0.99219|  0.99515|  0.99725|  0.99877|  1.00000|
  0.511|  9.11847135030008e-05  |   0.00000|  0.06134|  0.12239|  0.18286|  0.24247|  0.30096|  0.35805|  0.41349|  0.46706|  0.51855|  0.56774|  0.61448|  0.65861|  0.70001|  0.73858|  0.77425|  0.80698|  0.83675|  0.86358|  0.88751|  0.90861|  0.92698|  0.94274|  0.95605|  0.96706|  0.97599|  0.98305|  0.98846|  0.99247|  0.99536|  0.99739|  0.99884|  1.00000|
  0.513|  9.15589108835269e-05  |   0.00000|  0.06141|  0.12253|  0.18307|  0.24276|  0.30130|  0.35845|  0.41396|  0.46758|  0.51911|  0.56835|  0.61512|  0.65929|  0.70071|  0.73930|  0.77498|  0.80771|  0.83748|  0.86430|  0.88821|  0.90929|  0.92762|  0.94335|  0.95661|  0.96758|  0.97646|  0.98345|  0.98880|  0.99276|  0.99557|  0.99753|  0.99891|  1.00000|
  0.514|  9.19336243662139e-05  |   0.00000|  0.06148|  0.12267|  0.18329|  0.24304|  0.30165|  0.35886|  0.41442|  0.46810|  0.51968|  0.56896|  0.61577|  0.65996|  0.70141|  0.74001|  0.77571|  0.80844|  0.83821|  0.86501|  0.88891|  0.90996|  0.92827|  0.94396|  0.95718|  0.96810|  0.97692|  0.98386|  0.98915|  0.99304|  0.99579|  0.99767|  0.99898|  1.00000|
  0.515|  9.23088527085003e-05  |   0.00000|  0.06155|  0.12282|  0.18350|  0.24332|  0.30199|  0.35927|  0.41489|  0.46862|  0.52024|  0.56957|  0.61642|  0.66064|  0.70211|  0.74073|  0.77644|  0.80917|  0.83894|  0.86573|  0.88961|  0.91064|  0.92892|  0.94457|  0.95774|  0.96862|  0.97739|  0.98427|  0.98949|  0.99332|  0.99600|  0.99782|  0.99905|  1.00000|
  0.516|  9.26845946707111e-05  |   0.00000|  0.06163|  0.12296|  0.18371|  0.24360|  0.30234|  0.35968|  0.41535|  0.46914|  0.52081|  0.57018|  0.61706|  0.66132|  0.70281|  0.74145|  0.77716|  0.80991|  0.83966|  0.86645|  0.89031|  0.91132|  0.92956|  0.94518|  0.95831|  0.96914|  0.97785|  0.98468|  0.98984|  0.99360|  0.99621|  0.99796|  0.99913|  1.00000|
  0.518|  9.30608490163909e-05  |   0.00000|  0.06170|  0.12310|  0.18392|  0.24388|  0.30268|  0.36008|  0.41582|  0.46966|  0.52138|  0.57079|  0.61771|  0.66199|  0.70351|  0.74217|  0.77789|  0.81064|  0.84039|  0.86717|  0.89101|  0.91199|  0.93021|  0.94579|  0.95888|  0.96966|  0.97832|  0.98508|  0.99018|  0.99388|  0.99642|  0.99810|  0.99920|  1.00000|
  0.519|  9.34376145117488e-05  |   0.00000|  0.06177|  0.12325|  0.18414|  0.24416|  0.30303|  0.36049|  0.41628|  0.47017|  0.52194|  0.57140|  0.61836|  0.66267|  0.70422|  0.74289|  0.77862|  0.81137|  0.84112|  0.86789|  0.89172|  0.91267|  0.93086|  0.94640|  0.95944|  0.97017|  0.97878|  0.98549|  0.99053|  0.99416|  0.99664|  0.99825|  0.99927|  1.00000|
  0.520|  9.38148899262137e-05  |   0.00000|  0.06184|  0.12339|  0.18435|  0.24444|  0.30338|  0.36090|  0.41675|  0.47069|  0.52251|  0.57201|  0.61900|  0.66335|  0.70492|  0.74361|  0.77935|  0.81211|  0.84185|  0.86861|  0.89242|  0.91335|  0.93150|  0.94701|  0.96001|  0.97069|  0.97925|  0.98590|  0.99088|  0.99444|  0.99685|  0.99839|  0.99934|  1.00000|
  0.521|  9.41926740321009e-05  |   0.00000|  0.06191|  0.12353|  0.18456|  0.24472|  0.30372|  0.36130|  0.41721|  0.47121|  0.52308|  0.57262|  0.61965|  0.66402|  0.70562|  0.74433|  0.78008|  0.81284|  0.84258|  0.86933|  0.89312|  0.91402|  0.93215|  0.94762|  0.96058|  0.97121|  0.97971|  0.98630|  0.99122|  0.99472|  0.99706|  0.99853|  0.99941|  1.00000|
  0.522|  9.45709656046123e-05  |   0.00000|  0.06199|  0.12367|  0.18477|  0.24500|  0.30407|  0.36171|  0.41768|  0.47173|  0.52364|  0.57322|  0.62030|  0.66470|  0.70632|  0.74505|  0.78081|  0.81357|  0.84331|  0.87005|  0.89382|  0.91470|  0.93280|  0.94822|  0.96114|  0.97173|  0.98018|  0.98671|  0.99157|  0.99500|  0.99727|  0.99867|  0.99949|  1.00000|
  0.524|  9.49497634219476e-05  |   0.00000|  0.06206|  0.12382|  0.18499|  0.24528|  0.30441|  0.36212|  0.41814|  0.47225|  0.52421|  0.57383|  0.62094|  0.66538|  0.70702|  0.74576|  0.78154|  0.81430|  0.84404|  0.87076|  0.89452|  0.91538|  0.93344|  0.94883|  0.96171|  0.97225|  0.98064|  0.98712|  0.99191|  0.99528|  0.99749|  0.99882|  0.99956|  1.00000|
